Origin,Destination,Carrier,ShipmentType,Weight,Volume,Dimensions,PlannedShipDate,ActualShipDate,PlannedDeliveryDate,ActualDeliveryDate,Status,DeliveryTimeDays
Dallas,Miami,FedEx,Fragile,211.6,2.9,28x21x26,2025-05-29,2025-05-30,2025-06-05,2025-06-05,Delivered,6
Miami,San Francisco,DHL,Fragile,249.8,5.1,42x17x9,2025-05-04,2025-05-04,2025-05-09,2025-05-11,Delivered,7
San Diego,Seattle,UPS,Express,309.1,5.3,40x40x30,2025-05-13,2025-05-13,2025-05-16,2025-05-18,Delivered,5
New York,Houston,UPS,Express,55.7,3.5,29x30x17,2025-05-18,2025-05-18,2025-05-25,2025-05-26,Delayed,8
Philadelphia,Denver,UPS,Standard,205.9,3.9,18x37x20,2025-05-10,2025-05-11,2025-05-16,2025-05-17,Delivered,6
Boston,Miami,FedEx,Express,175.4,3.2,26x25x28,2025-05-17,2025-05-17,2025-05-21,2025-05-21,Delivered,4
Houston,Las Vegas,FedEx,Fragile,93.9,2.0,48x27x12,2025-05-18,2025-05-18,2025-05-24,2025-05-24,Delivered,6
San Diego,Orlando,DHL,Express,146.2,3.7,33x16x17,2025-05-09,2025-05-10,2025-05-12,2025-05-14,Delivered,4
Dallas,Houston,DHL,Express,325.1,5.7,44x36x13,2025-05-11,2025-05-11,2025-05-13,2025-05-13,Delivered,2
Philadelphia,Seattle,FedEx,Standard,185.9,3.1,15x16x15,2025-05-05,2025-05-05,2025-05-06,2025-05-06,Disrupted,1
Houston,Seattle,FedEx,Fragile,85.8,2.5,38x23x30,2025-05-19,2025-05-19,2025-05-25,2025-05-26,Delivered,7
Philadelphia,Denver,UPS,Fragile,220.6,3.7,30x19x9,2025-05-04,2025-05-04,2025-05-07,2025-05-07,Delivered,3
Houston,Los Angeles,FedEx,Standard,148.4,3.0,43x38x12,2025-05-17,2025-05-17,2025-05-22,2025-05-22,Delivered,5
Houston,Seattle,DHL,Standard,210.5,3.6,37x14x25,2025-05-13,2025-05-14,2025-05-15,2025-05-16,Delivered,2
San Diego,Los Angeles,FedEx,Express,309.5,4.3,17x12x10,2025-05-03,2025-05-03,2025-05-06,2025-05-06,Delivered,3
New York,Los Angeles,UPS,Express,127.0,2.1,31x23x9,2025-05-28,2025-05-28,2025-06-02,2025-06-02,Delivered,5
Dallas,Houston,UPS,Fragile,84.0,2.0,25x17x29,2025-05-06,2025-05-06,2025-05-10,2025-05-10,Delivered,4
Atlanta,Seattle,FedEx,Standard,261.5,3.8,27x16x17,2025-05-24,2025-05-24,2025-05-25,2025-05-26,Delivered,2
Miami,Orlando,UPS,Standard,93.7,2.9,23x37x24,2025-05-18,2025-05-19,2025-05-19,2025-05-19,Delivered,0
Chicago,Phoenix,FedEx,Fragile,158.8,4.0,48x24x12,2025-05-06,2025-05-06,2025-05-09,2025-05-09,Delivered,3
Houston,Denver,FedEx,Standard,241.4,4.2,24x36x17,2025-05-26,2025-05-26,2025-05-31,2025-06-02,Delivered,7
Atlanta,Los Angeles,FedEx,Fragile,319.9,4.7,20x32x26,2025-05-27,2025-05-27,2025-05-29,2025-05-29,Delivered,2
Boston,San Francisco,DHL,Standard,66.0,3.6,37x30x18,2025-05-14,2025-05-15,2025-05-20,2025-05-20,Delivered,5
Detroit,San Francisco,FedEx,Express,144.2,3.5,22x32x10,2025-05-02,2025-05-02,2025-05-08,2025-05-08,Delivered,6
Chicago,Seattle,UPS,Express,256.0,3.4,42x13x22,2025-05-26,2025-05-27,2025-06-01,2025-06-01,Delayed,5
Detroit,Miami,UPS,Standard,256.5,3.1,41x20x26,2025-05-24,2025-05-25,2025-05-31,2025-06-01,Delivered,7
Philadelphia,Las Vegas,UPS,Express,61.5,1.4,21x20x24,2025-05-23,2025-05-24,2025-05-24,2025-05-24,Delayed,0
Dallas,Miami,UPS,Express,170.6,4.1,23x12x29,2025-05-11,2025-05-11,2025-05-14,2025-05-14,Delivered,3
Chicago,Houston,FedEx,Fragile,313.4,5.3,32x23x19,2025-05-11,2025-05-11,2025-05-12,2025-05-13,Delivered,2
Chicago,Las Vegas,FedEx,Express,338.7,5.9,16x17x18,2025-05-21,2025-05-21,2025-05-22,2025-05-22,Delivered,1
Boston,Miami,UPS,Express,144.4,3.0,42x11x11,2025-05-29,2025-05-29,2025-06-03,2025-06-03,Delivered,5
Houston,Austin,DHL,Express,295.4,5.1,32x39x19,2025-05-04,2025-05-05,2025-05-05,2025-05-06,Delivered,1
Chicago,Denver,FedEx,Express,147.7,2.2,38x13x13,2025-05-16,2025-05-16,2025-05-22,2025-05-22,Delayed,6
Miami,Denver,DHL,Fragile,184.6,4.5,38x11x28,2025-05-04,2025-05-04,2025-05-11,2025-05-11,Delivered,7
San Diego,Phoenix,DHL,Express,333.0,5.2,25x17x20,2025-05-21,2025-05-22,2025-05-25,2025-05-25,Delivered,3
Atlanta,Miami,UPS,Fragile,307.4,5.5,21x40x21,2025-05-08,2025-05-09,2025-05-14,2025-05-15,Delivered,6
Dallas,Austin,DHL,Express,345.6,6.1,34x27x28,2025-05-03,2025-05-03,2025-05-10,2025-05-10,Delivered,7
Chicago,Houston,FedEx,Standard,234.8,4.1,48x33x27,2025-05-05,2025-05-05,2025-05-12,2025-05-12,Delivered,7
Miami,Orlando,DHL,Express,106.0,2.0,49x15x12,2025-05-08,2025-05-09,2025-05-09,2025-05-11,Delivered,2
Chicago,San Francisco,UPS,Fragile,60.8,3.6,35x30x17,2025-05-11,2025-05-11,2025-05-13,2025-05-13,Delivered,2
Dallas,Los Angeles,DHL,Express,145.7,3.1,26x25x17,2025-05-25,2025-05-25,2025-05-30,2025-05-31,Delivered,6
Chicago,Orlando,UPS,Fragile,113.6,2.1,38x34x30,2025-05-30,2025-05-31,2025-06-02,2025-06-03,Delayed,3
Miami,Seattle,FedEx,Express,192.9,3.1,46x11x8,2025-05-28,2025-05-29,2025-05-30,2025-05-31,Delivered,2
Dallas,San Francisco,FedEx,Fragile,312.5,5.6,44x39x13,2025-05-25,2025-05-25,2025-05-26,2025-05-26,Disrupted,1
Boston,Seattle,UPS,Fragile,185.0,2.8,21x15x10,2025-05-02,2025-05-02,2025-05-09,2025-05-10,Delivered,8
Miami,Orlando,FedEx,Standard,55.0,3.3,19x11x8,2025-05-06,2025-05-06,2025-05-13,2025-05-13,Delayed,7
Dallas,Denver,UPS,Standard,291.3,4.8,38x23x30,2025-05-27,2025-05-27,2025-05-30,2025-06-01,Delivered,5
Chicago,Orlando,DHL,Fragile,207.0,3.4,18x28x17,2025-05-18,2025-05-18,2025-05-22,2025-05-22,Disrupted,4
Philadelphia,Las Vegas,DHL,Express,132.9,2.4,41x29x28,2025-05-30,2025-05-30,2025-06-05,2025-06-05,Delivered,6
New York,Denver,FedEx,Standard,225.3,5.2,42x22x9,2025-05-23,2025-05-23,2025-05-27,2025-05-27,Delivered,4
Boston,Los Angeles,DHL,Standard,94.6,3.5,25x19x24,2025-05-27,2025-05-27,2025-05-31,2025-05-31,Delayed,4
San Diego,San Francisco,DHL,Fragile,159.6,2.5,21x26x14,2025-05-19,2025-05-19,2025-05-24,2025-05-24,Delayed,5
Detroit,Miami,UPS,Standard,280.5,4.0,30x12x24,2025-05-21,2025-05-22,2025-05-27,2025-05-27,Delivered,5
Philadelphia,San Francisco,UPS,Express,166.6,2.7,33x29x28,2025-05-11,2025-05-12,2025-05-12,2025-05-12,Disrupted,0
Dallas,Phoenix,FedEx,Standard,291.1,3.8,40x35x18,2025-05-15,2025-05-15,2025-05-19,2025-05-20,Delivered,5
New York,Houston,DHL,Fragile,204.3,3.5,30x28x29,2025-05-21,2025-05-22,2025-05-26,2025-05-27,Delivered,5
Boston,Seattle,UPS,Fragile,243.5,4.5,16x22x22,2025-05-30,2025-05-30,2025-05-31,2025-05-31,Delivered,1
Houston,Orlando,UPS,Standard,181.8,4.0,50x17x14,2025-05-18,2025-05-19,2025-05-19,2025-05-19,Delayed,0
Miami,Austin,DHL,Express,138.2,3.0,15x39x19,2025-05-22,2025-05-22,2025-05-28,2025-05-29,Delivered,7
Detroit,Seattle,DHL,Fragile,191.5,2.8,46x10x17,2025-05-23,2025-05-23,2025-05-27,2025-05-28,Delayed,5
Atlanta,Seattle,DHL,Express,348.2,5.7,40x27x13,2025-05-12,2025-05-12,2025-05-19,2025-05-19,Delivered,7
Boston,Miami,UPS,Express,186.4,3.9,23x40x30,2025-05-19,2025-05-19,2025-05-20,2025-05-20,Disrupted,1
Philadelphia,Phoenix,DHL,Express,217.6,3.1,43x30x11,2025-05-13,2025-05-14,2025-05-17,2025-05-17,Delayed,3
Philadelphia,Denver,DHL,Standard,323.7,6.2,19x11x22,2025-05-06,2025-05-06,2025-05-10,2025-05-10,Delivered,4
Dallas,Orlando,UPS,Express,234.1,3.9,45x31x21,2025-05-08,2025-05-08,2025-05-15,2025-05-17,Delayed,9
Boston,Los Angeles,UPS,Fragile,139.2,4.0,45x40x18,2025-05-18,2025-05-18,2025-05-24,2025-05-26,Delivered,8
Philadelphia,Orlando,FedEx,Standard,308.2,5.3,31x17x29,2025-05-09,2025-05-09,2025-05-10,2025-05-11,Delivered,2
Boston,Austin,FedEx,Fragile,109.1,2.7,34x23x22,2025-05-06,2025-05-06,2025-05-08,2025-05-08,Delivered,2
New York,Los Angeles,UPS,Standard,53.7,2.2,35x28x17,2025-05-01,2025-05-01,2025-05-08,2025-05-08,Delivered,7
Philadelphia,Houston,DHL,Express,278.4,5.4,32x20x17,2025-05-25,2025-05-26,2025-05-31,2025-05-31,Delivered,5
Detroit,Orlando,DHL,Standard,165.3,2.9,46x25x12,2025-05-05,2025-05-06,2025-05-08,2025-05-09,Delivered,3
Boston,Austin,UPS,Standard,182.7,4.4,45x19x12,2025-05-12,2025-05-12,2025-05-17,2025-05-17,Disrupted,5
Houston,Las Vegas,DHL,Fragile,314.9,5.2,39x30x27,2025-05-22,2025-05-22,2025-05-29,2025-05-29,Delivered,7
San Diego,Phoenix,DHL,Fragile,343.8,4.4,24x18x26,2025-05-07,2025-05-07,2025-05-08,2025-05-08,Delivered,1
Atlanta,Orlando,UPS,Fragile,281.3,5.3,39x24x28,2025-05-29,2025-05-30,2025-06-03,2025-06-03,Delivered,4
Philadelphia,San Francisco,UPS,Fragile,110.2,2.7,26x26x14,2025-05-02,2025-05-02,2025-05-05,2025-05-05,Disrupted,3
Philadelphia,Denver,UPS,Fragile,195.6,4.5,45x23x19,2025-05-25,2025-05-25,2025-05-26,2025-05-26,Delayed,1
Miami,Orlando,DHL,Fragile,340.9,4.8,45x19x28,2025-05-26,2025-05-26,2025-05-27,2025-05-27,Delivered,1
San Diego,San Francisco,DHL,Fragile,133.4,3.1,34x22x21,2025-05-12,2025-05-12,2025-05-18,2025-05-18,Delivered,6
New York,Seattle,DHL,Standard,210.8,4.7,17x12x8,2025-05-20,2025-05-21,2025-05-25,2025-05-25,Delayed,4
Dallas,Miami,FedEx,Standard,138.3,3.5,37x30x20,2025-05-09,2025-05-09,2025-05-10,2025-05-10,Delivered,1
Atlanta,Orlando,UPS,Fragile,301.7,4.2,48x20x15,2025-05-26,2025-05-27,2025-05-28,2025-05-28,Delayed,1
Philadelphia,Houston,FedEx,Standard,229.9,5.2,32x13x8,2025-05-08,2025-05-09,2025-05-10,2025-05-10,Delayed,1
Houston,San Francisco,FedEx,Express,67.3,2.3,43x31x21,2025-05-02,2025-05-02,2025-05-07,2025-05-07,Delayed,5
Philadelphia,Austin,UPS,Fragile,166.9,3.8,18x31x14,2025-05-08,2025-05-08,2025-05-11,2025-05-11,Delivered,3
Dallas,Orlando,FedEx,Fragile,280.6,5.2,21x37x12,2025-05-06,2025-05-06,2025-05-13,2025-05-15,Delivered,9
Boston,Phoenix,DHL,Fragile,78.7,1.9,49x12x21,2025-05-11,2025-05-11,2025-05-12,2025-05-12,Delivered,1
Houston,Houston,FedEx,Express,121.6,2.7,27x36x17,2025-05-11,2025-05-11,2025-05-18,2025-05-19,Delivered,8
Boston,Denver,UPS,Standard,120.3,2.1,30x39x12,2025-05-07,2025-05-07,2025-05-10,2025-05-10,Delivered,3
Miami,Los Angeles,UPS,Express,248.7,5.2,44x17x27,2025-05-18,2025-05-18,2025-05-24,2025-05-26,Delivered,8
Philadelphia,Seattle,DHL,Standard,164.8,4.3,16x13x9,2025-05-29,2025-05-30,2025-06-02,2025-06-03,Delayed,4
Houston,Houston,FedEx,Express,80.3,1.4,29x10x16,2025-05-07,2025-05-07,2025-05-08,2025-05-08,Delivered,1
Atlanta,Austin,FedEx,Standard,235.4,4.2,48x13x15,2025-05-03,2025-05-03,2025-05-07,2025-05-07,Disrupted,4
Atlanta,Las Vegas,UPS,Express,177.8,2.9,48x35x19,2025-05-28,2025-05-28,2025-06-03,2025-06-04,Delivered,7
San Diego,Orlando,DHL,Standard,347.2,4.7,45x10x25,2025-05-27,2025-05-28,2025-05-29,2025-05-29,Delivered,1
Boston,Los Angeles,DHL,Fragile,114.8,3.0,24x29x11,2025-05-18,2025-05-18,2025-05-20,2025-05-20,Delivered,2
Dallas,Denver,FedEx,Standard,337.9,4.1,39x38x12,2025-05-21,2025-05-21,2025-05-26,2025-05-26,Delivered,5
Philadelphia,Los Angeles,UPS,Fragile,63.6,3.4,45x15x10,2025-05-12,2025-05-12,2025-05-18,2025-05-18,Delayed,6
New York,Phoenix,FedEx,Fragile,111.9,2.6,47x34x9,2025-05-21,2025-05-21,2025-05-22,2025-05-22,Delivered,1
Chicago,Seattle,FedEx,Fragile,214.5,4.7,24x18x23,2025-05-25,2025-05-25,2025-05-26,2025-05-26,Delivered,1
Chicago,Orlando,FedEx,Fragile,160.1,3.0,48x40x12,2025-05-17,2025-05-17,2025-05-20,2025-05-20,Delivered,3
Philadelphia,Houston,FedEx,Fragile,51.6,2.7,49x32x25,2025-05-06,2025-05-06,2025-05-11,2025-05-11,Delivered,5
Philadelphia,Los Angeles,DHL,Fragile,276.5,4.8,22x19x8,2025-05-24,2025-05-24,2025-05-29,2025-05-29,Delivered,5
New York,Las Vegas,DHL,Fragile,263.3,4.4,29x12x30,2025-05-14,2025-05-14,2025-05-19,2025-05-20,Delivered,6
Atlanta,Phoenix,FedEx,Express,64.2,1.6,15x37x16,2025-05-25,2025-05-25,2025-05-26,2025-05-26,Delivered,1
Boston,Orlando,DHL,Fragile,326.5,4.2,49x19x24,2025-05-10,2025-05-10,2025-05-15,2025-05-17,Delivered,7
San Diego,Los Angeles,DHL,Express,127.1,2.8,45x26x19,2025-05-13,2025-05-13,2025-05-16,2025-05-17,Delivered,4
Chicago,Las Vegas,DHL,Express,216.0,3.5,15x24x13,2025-05-08,2025-05-08,2025-05-10,2025-05-10,Delivered,2
San Diego,Seattle,UPS,Standard,275.5,5.2,26x15x22,2025-05-09,2025-05-09,2025-05-10,2025-05-11,Delivered,2
Detroit,Denver,FedEx,Fragile,221.6,3.7,18x34x24,2025-05-12,2025-05-13,2025-05-18,2025-05-19,Delivered,6
San Diego,San Francisco,FedEx,Standard,290.2,3.9,31x31x22,2025-05-26,2025-05-26,2025-05-27,2025-05-27,Delayed,1
Houston,Orlando,DHL,Fragile,173.2,4.4,49x31x16,2025-05-26,2025-05-26,2025-05-27,2025-05-29,Delivered,3
Chicago,Denver,DHL,Standard,102.3,2.4,33x21x21,2025-05-01,2025-05-01,2025-05-07,2025-05-08,Delivered,7
Detroit,Denver,DHL,Fragile,256.5,3.1,17x15x13,2025-05-14,2025-05-14,2025-05-16,2025-05-18,Delivered,4
Dallas,Houston,FedEx,Standard,122.9,2.8,46x30x29,2025-05-09,2025-05-10,2025-05-16,2025-05-16,Disrupted,6
Miami,Houston,UPS,Standard,320.0,4.3,37x12x9,2025-05-30,2025-05-30,2025-06-06,2025-06-07,Delivered,8
Houston,Houston,UPS,Express,60.7,3.2,22x10x14,2025-05-01,2025-05-01,2025-05-02,2025-05-02,Delivered,1
Philadelphia,Austin,UPS,Fragile,245.3,4.4,44x14x8,2025-05-06,2025-05-06,2025-05-09,2025-05-09,Delivered,3
New York,Las Vegas,FedEx,Express,94.6,2.0,43x33x16,2025-05-03,2025-05-03,2025-05-04,2025-05-04,Delivered,1
New York,Houston,FedEx,Express,191.7,3.6,38x31x25,2025-05-04,2025-05-04,2025-05-11,2025-05-11,Delivered,7
San Diego,Los Angeles,UPS,Express,63.0,1.4,21x27x21,2025-05-15,2025-05-15,2025-05-20,2025-05-22,Delivered,7
Chicago,San Francisco,FedEx,Standard,206.8,3.7,37x19x20,2025-05-30,2025-05-30,2025-05-31,2025-06-01,Delivered,2
Houston,Denver,DHL,Fragile,115.2,2.5,34x28x9,2025-05-03,2025-05-03,2025-05-05,2025-05-05,Delivered,2
San Diego,Las Vegas,UPS,Express,98.8,3.8,15x19x8,2025-05-25,2025-05-26,2025-05-30,2025-05-30,Delivered,4
Boston,Miami,UPS,Standard,245.0,3.9,28x27x8,2025-05-12,2025-05-12,2025-05-19,2025-05-19,Delivered,7
New York,Seattle,DHL,Standard,290.9,4.7,38x23x8,2025-05-06,2025-05-06,2025-05-07,2025-05-07,Delivered,1
San Diego,Denver,UPS,Fragile,183.0,4.2,21x12x10,2025-05-22,2025-05-22,2025-05-25,2025-05-25,Delivered,3
New York,Phoenix,UPS,Fragile,237.9,4.9,47x31x16,2025-05-20,2025-05-20,2025-05-24,2025-05-24,Delayed,4
Detroit,Las Vegas,DHL,Standard,207.8,4.2,40x10x26,2025-05-28,2025-05-28,2025-05-30,2025-05-31,Delivered,3
Boston,Miami,UPS,Standard,66.3,1.2,21x12x22,2025-05-13,2025-05-13,2025-05-17,2025-05-17,Delivered,4
San Diego,Denver,FedEx,Standard,114.8,3.2,41x16x26,2025-05-18,2025-05-18,2025-05-23,2025-05-23,Delayed,5
Detroit,Austin,FedEx,Express,295.2,4.1,34x29x11,2025-05-31,2025-06-01,2025-06-05,2025-06-07,Delivered,6
Houston,Las Vegas,DHL,Fragile,324.1,5.4,50x18x27,2025-05-18,2025-05-19,2025-05-25,2025-05-27,Delivered,8
Chicago,Miami,DHL,Express,305.7,5.9,16x37x10,2025-05-05,2025-05-06,2025-05-08,2025-05-10,Delivered,4
Chicago,Denver,UPS,Express,118.6,2.7,31x20x13,2025-05-27,2025-05-27,2025-05-30,2025-05-30,Delivered,3
Detroit,Denver,UPS,Express,245.9,3.2,23x15x27,2025-05-07,2025-05-08,2025-05-10,2025-05-10,Delivered,2
Chicago,Orlando,DHL,Standard,57.6,1.2,40x23x24,2025-05-08,2025-05-08,2025-05-11,2025-05-11,Delayed,3
Boston,San Francisco,UPS,Standard,325.8,4.9,28x32x24,2025-05-26,2025-05-27,2025-05-30,2025-06-01,Delivered,5
Miami,San Francisco,DHL,Express,109.3,3.6,23x24x30,2025-05-16,2025-05-16,2025-05-17,2025-05-17,Delivered,1
Chicago,Denver,DHL,Express,328.4,5.8,31x32x17,2025-05-24,2025-05-25,2025-05-28,2025-05-29,Delivered,4
Dallas,Phoenix,UPS,Fragile,287.6,5.6,47x21x20,2025-05-30,2025-05-30,2025-06-03,2025-06-03,Delivered,4
Boston,Los Angeles,DHL,Fragile,322.2,5.4,23x12x19,2025-05-01,2025-05-01,2025-05-08,2025-05-10,Delivered,9
Boston,San Francisco,DHL,Standard,120.6,2.1,22x23x27,2025-05-16,2025-05-16,2025-05-23,2025-05-23,Delivered,7
Houston,Austin,DHL,Fragile,226.9,3.4,29x30x19,2025-05-10,2025-05-10,2025-05-14,2025-05-14,Delivered,4
Chicago,Austin,UPS,Fragile,287.6,3.8,37x39x8,2025-05-13,2025-05-14,2025-05-16,2025-05-16,Delivered,2
Atlanta,Seattle,UPS,Fragile,235.5,4.8,32x38x16,2025-05-23,2025-05-23,2025-05-30,2025-05-30,Delayed,7
Atlanta,Houston,DHL,Standard,322.9,5.0,30x40x16,2025-05-28,2025-05-29,2025-06-02,2025-06-02,Delayed,4
Chicago,Orlando,UPS,Fragile,255.8,5.5,19x40x13,2025-05-12,2025-05-13,2025-05-17,2025-05-17,Delivered,4
Philadelphia,Phoenix,DHL,Standard,181.8,4.3,42x19x13,2025-05-12,2025-05-12,2025-05-16,2025-05-18,Delivered,6
Chicago,Orlando,FedEx,Standard,108.6,2.1,19x32x13,2025-05-02,2025-05-02,2025-05-03,2025-05-05,Delayed,3
Chicago,Denver,FedEx,Fragile,166.0,2.6,45x12x16,2025-05-28,2025-05-28,2025-06-03,2025-06-04,Delivered,7
Boston,Orlando,FedEx,Express,230.2,4.8,21x10x25,2025-05-20,2025-05-21,2025-05-21,2025-05-21,Disrupted,0
Atlanta,Seattle,FedEx,Express,191.0,2.8,41x10x27,2025-05-22,2025-05-23,2025-05-26,2025-05-26,Delayed,3
Dallas,Houston,FedEx,Fragile,109.3,2.6,32x26x28,2025-05-23,2025-05-24,2025-05-29,2025-05-31,Delayed,7
New York,Phoenix,DHL,Express,248.4,4.3,46x22x20,2025-05-09,2025-05-10,2025-05-10,2025-05-10,Delivered,0
Detroit,Las Vegas,DHL,Fragile,184.2,4.4,38x17x12,2025-05-02,2025-05-02,2025-05-06,2025-05-06,Delayed,4
San Diego,Los Angeles,FedEx,Express,268.4,3.7,45x16x17,2025-05-24,2025-05-24,2025-05-31,2025-05-31,Delivered,7
New York,Seattle,DHL,Standard,312.5,4.7,39x21x21,2025-05-15,2025-05-15,2025-05-19,2025-05-19,Disrupted,4
Chicago,Houston,UPS,Express,81.8,1.5,41x40x11,2025-05-15,2025-05-16,2025-05-21,2025-05-21,Delivered,5
Miami,Houston,UPS,Express,138.9,2.7,27x26x8,2025-05-29,2025-05-29,2025-06-01,2025-06-01,Delivered,3
Atlanta,Austin,DHL,Fragile,176.2,4.3,41x21x29,2025-05-26,2025-05-26,2025-05-30,2025-05-30,Delivered,4
Miami,Denver,FedEx,Fragile,73.7,3.3,23x20x30,2025-05-06,2025-05-06,2025-05-07,2025-05-07,Delivered,1
Miami,Miami,UPS,Express,130.7,2.4,48x31x25,2025-05-09,2025-05-09,2025-05-11,2025-05-11,Delivered,2
Dallas,Orlando,FedEx,Fragile,320.8,4.6,43x31x19,2025-05-24,2025-05-24,2025-05-30,2025-05-30,Delivered,6
Houston,Phoenix,UPS,Express,245.2,3.5,35x35x14,2025-05-06,2025-05-06,2025-05-07,2025-05-09,Delivered,3
New York,Miami,DHL,Express,295.7,4.9,19x32x10,2025-05-29,2025-05-29,2025-06-03,2025-06-03,Disrupted,5
Miami,Las Vegas,FedEx,Express,276.7,4.3,47x37x8,2025-05-30,2025-05-31,2025-06-05,2025-06-05,Delivered,5
Atlanta,Denver,DHL,Standard,55.1,3.4,17x17x12,2025-05-11,2025-05-11,2025-05-13,2025-05-15,Delivered,4
San Diego,Seattle,DHL,Express,321.1,4.9,29x14x8,2025-05-03,2025-05-03,2025-05-07,2025-05-08,Delayed,5
Chicago,Miami,FedEx,Fragile,253.5,3.1,33x35x18,2025-05-14,2025-05-14,2025-05-19,2025-05-21,Delivered,7
Dallas,Los Angeles,FedEx,Fragile,139.9,4.2,41x33x18,2025-05-27,2025-05-27,2025-05-30,2025-05-30,Delivered,3
Dallas,Houston,DHL,Fragile,118.0,2.7,34x16x9,2025-05-11,2025-05-11,2025-05-17,2025-05-18,Delivered,7
Dallas,Orlando,UPS,Fragile,269.3,5.3,19x28x12,2025-05-25,2025-05-25,2025-05-30,2025-06-01,Delivered,7
Dallas,Los Angeles,UPS,Express,286.3,3.7,15x11x20,2025-05-05,2025-05-05,2025-05-12,2025-05-12,Delivered,7
Detroit,Houston,UPS,Fragile,289.5,3.4,33x14x8,2025-05-29,2025-05-29,2025-06-03,2025-06-03,Delivered,5
Atlanta,Miami,FedEx,Standard,156.2,2.9,36x28x15,2025-05-15,2025-05-15,2025-05-19,2025-05-19,Delayed,4
New York,Los Angeles,UPS,Standard,191.8,4.5,26x24x25,2025-05-29,2025-05-30,2025-05-30,2025-05-30,Delivered,0
New York,Orlando,DHL,Standard,233.2,4.1,17x40x27,2025-05-29,2025-05-29,2025-06-03,2025-06-03,Delivered,5
Atlanta,Las Vegas,FedEx,Express,103.1,1.6,25x21x21,2025-05-12,2025-05-13,2025-05-14,2025-05-14,Delayed,1
Atlanta,San Francisco,UPS,Standard,341.7,6.2,39x40x19,2025-05-09,2025-05-09,2025-05-12,2025-05-12,Disrupted,3
Miami,Orlando,UPS,Express,264.3,5.4,26x29x26,2025-05-22,2025-05-22,2025-05-26,2025-05-26,Delayed,4
San Diego,Phoenix,FedEx,Express,304.4,5.1,20x21x11,2025-05-26,2025-05-26,2025-06-02,2025-06-02,Delivered,7
San Diego,Houston,FedEx,Standard,150.4,3.5,20x26x20,2025-05-07,2025-05-07,2025-05-12,2025-05-12,Delayed,5
Miami,Phoenix,DHL,Standard,328.8,5.8,37x29x30,2025-05-22,2025-05-22,2025-05-26,2025-05-26,Disrupted,4
Chicago,Los Angeles,FedEx,Express,127.5,3.6,44x10x25,2025-05-19,2025-05-19,2025-05-26,2025-05-28,Delayed,9
Boston,San Francisco,DHL,Fragile,203.7,4.0,25x17x25,2025-05-10,2025-05-11,2025-05-11,2025-05-11,Delivered,0
Dallas,Seattle,UPS,Express,164.4,4.6,40x18x19,2025-05-14,2025-05-14,2025-05-19,2025-05-21,Delivered,7
Philadelphia,Houston,FedEx,Express,66.5,1.7,24x16x23,2025-05-28,2025-05-28,2025-06-04,2025-06-04,Delivered,7
Houston,Los Angeles,DHL,Standard,81.2,2.1,28x27x14,2025-05-18,2025-05-18,2025-05-21,2025-05-21,Delivered,3
Boston,Seattle,FedEx,Express,312.5,4.9,32x16x17,2025-05-20,2025-05-20,2025-05-25,2025-05-25,Delayed,5
San Diego,Orlando,UPS,Standard,337.9,3.9,21x27x18,2025-05-24,2025-05-24,2025-05-28,2025-05-29,Delivered,5
Chicago,Los Angeles,UPS,Standard,83.8,3.1,18x18x12,2025-05-30,2025-05-31,2025-06-01,2025-06-01,Delivered,1
Houston,Denver,FedEx,Fragile,231.4,4.4,23x23x18,2025-05-16,2025-05-16,2025-05-18,2025-05-20,Delivered,4
Chicago,Houston,FedEx,Fragile,256.3,3.2,31x11x28,2025-05-31,2025-05-31,2025-06-07,2025-06-07,Delivered,7
Miami,Los Angeles,UPS,Fragile,125.7,3.2,16x38x29,2025-05-08,2025-05-08,2025-05-14,2025-05-14,Delayed,6
Chicago,Las Vegas,UPS,Fragile,69.0,1.4,18x10x27,2025-05-10,2025-05-10,2025-05-12,2025-05-12,Delivered,2
New York,Orlando,FedEx,Express,123.3,3.7,44x13x17,2025-05-14,2025-05-14,2025-05-21,2025-05-21,Delivered,7
New York,Austin,UPS,Standard,121.4,2.7,34x24x21,2025-05-13,2025-05-14,2025-05-16,2025-05-18,Delivered,4
San Diego,Houston,DHL,Express,167.2,2.6,28x36x25,2025-05-21,2025-05-22,2025-05-26,2025-05-27,Delivered,5
Boston,Denver,DHL,Express,311.9,4.0,28x25x18,2025-05-11,2025-05-11,2025-05-13,2025-05-13,Delayed,2
Philadelphia,Orlando,FedEx,Standard,271.3,4.2,50x39x26,2025-05-31,2025-05-31,2025-06-03,2025-06-03,Delivered,3
New York,San Francisco,FedEx,Express,171.8,4.6,43x16x14,2025-05-13,2025-05-13,2025-05-16,2025-05-18,Delivered,5
Chicago,Phoenix,DHL,Fragile,65.6,2.5,42x23x10,2025-05-12,2025-05-12,2025-05-16,2025-05-17,Delivered,5
New York,Austin,FedEx,Express,217.8,4.8,28x33x9,2025-05-14,2025-05-14,2025-05-16,2025-05-16,Disrupted,2
Dallas,Los Angeles,DHL,Fragile,245.1,5.1,47x37x11,2025-05-31,2025-06-01,2025-06-03,2025-06-03,Delivered,2
Chicago,Austin,DHL,Standard,261.8,4.2,43x30x29,2025-05-02,2025-05-02,2025-05-03,2025-05-03,Delivered,1
