EngineHours,Mileage,FuelConsumption,Temperature,Vibration,BreakdownFlag
1885,67065,9.9,28,0.1,0
5463,59253,11.7,26,0.07,0
5641,93356,9.0,23,0.08,0
6589,100307,10.4,16,0.07,0
7511,73841,10.2,25,0.07,0
6871,54610,6.3,19,0.07,0
6028,124104,8.5,22,0.01,0
3710,75084,5.8,17,0.03,0
5259,117239,8.9,19,0.05,0
7848,63336,11.2,25,0.08,0
4583,101658,5.2,25,0.06,0
6938,63093,7.6,17,0.05,0
1941,35140,11.4,20,0.04,0
3794,125303,6.1,16,0.04,0
1821,148954,8.9,17,0.08,0
1328,139222,10.9,22,0.06,0
4894,33022,8.3,21,0.1,0
5810,61515,6.6,21,0.06,0
4213,112013,9.5,24,0.06,0
3875,52560,10.8,30,0.02,0
5127,144645,11.2,22,0.04,0
7150,75274,6.0,27,0.08,0
4285,57732,6.4,27,0.07,0
7918,67611,11.2,22,0.04,0
3586,55572,9.9,18,0.09,0
6159,135749,7.5,30,0.06,0
6283,83572,9.3,25,0.05,0
1976,42021,6.6,30,0.08,0
7758,94781,9.4,22,0.07,0
3876,25345,10.2,21,0.03,0
4313,77412,4.5,26,0.02,1
7757,138728,11.1,23,0.01,0
1274,134212,9.1,17,0.01,0
2335,65695,9.4,22,0.09,0
7795,99735,7.9,24,0.08,0
2331,127761,8.8,20,0.04,0
6322,76190,7.6,18,0.08,0
7573,45251,10.9,27,0.01,0
7257,77366,9.6,17,0.08,0
7840,69874,8.2,17,0.05,0
7763,141117,8.1,27,0.05,0
3574,29549,8.5,22,0.1,0
4827,88484,8.8,23,0.06,0
2221,20758,11.7,23,0.05,0
5323,49116,6.7,30,0.06,0
4184,110294,8.8,27,0.09,0
6789,56140,10.6,23,0.08,0
6958,55702,8.4,17,0.01,0
2766,140844,4.7,19,0.06,0
3384,147447,9.8,23,0.1,0
7145,119271,7.3,23,0.04,0
3673,43958,6.6,25,0.08,0
3887,71889,5.0,25,0.08,0
2134,114212,7.8,30,0.08,1
1740,94011,8.9,19,0.09,0
2583,37155,6.9,16,0.08,0
2961,148510,10.3,20,0.06,0
2043,42061,9.4,28,0.08,0
6834,83661,4.8,25,0.1,0
3711,48156,10.1,24,0.06,0
7168,114000,6.0,23,0.07,0
7491,116046,5.2,26,0.04,0
5945,97351,7.0,29,0.06,0
3984,149546,5.8,17,0.09,0
7048,55453,10.6,17,0.08,0
1371,127807,10.6,26,0.01,0
4099,141280,5.4,22,0.1,0
1988,60003,6.0,30,0.09,0
1176,126559,11.7,28,0.03,0
5976,116211,5.1,23,0.02,0
7936,119859,6.2,21,0.05,0
6693,39820,9.0,27,0.09,0
7967,52899,7.4,25,0.02,0
7779,35333,6.6,30,0.07,0
6409,35903,9.0,19,0.04,0
7919,65273,6.9,26,0.07,0
4779,90395,8.1,16,0.07,0
6201,137552,10.5,24,0.06,0
1482,133715,11.8,30,0.09,0
4605,54016,10.6,29,0.06,1
2528,123996,8.9,18,0.02,0
1861,44939,5.0,30,0.01,0
7067,29682,11.7,29,0.09,0
3019,63862,8.9,24,0.04,0
4819,34703,5.2,20,0.05,0
2666,129101,5.2,21,0.07,0
3716,23518,4.6,20,0.01,0
6689,46982,4.6,17,0.08,0
4962,116506,6.3,19,0.06,0
5433,80578,9.9,23,0.09,0
1963,118893,5.3,16,0.09,1
1463,45994,9.8,22,0.03,0
5149,133799,6.7,26,0.04,0
7410,61835,9.5,22,0.04,0
5076,106587,6.9,17,0.07,0
7948,31340,4.6,23,0.03,0
2582,70480,7.8,28,0.08,0
2183,146378,4.7,23,0.08,0
5994,48773,9.2,16,0.02,0
6375,37840,6.5,19,0.09,0
6405,55245,10.6,28,0.05,0
1391,115285,10.2,22,0.03,0
1552,82433,4.8,30,0.01,0
1561,67164,11.9,23,0.07,0
4803,125511,8.0,29,0.1,0
6573,127289,9.5,29,0.09,0
4279,42192,10.4,17,0.09,0
3343,126558,5.3,29,0.1,0
4378,23747,7.1,17,0.09,0
1108,36392,7.3,24,0.07,0
1690,121473,5.0,24,0.09,0
4782,72508,8.0,16,0.02,0
3294,39298,6.4,22,0.08,0
4388,139383,7.0,15,0.02,0
7530,127544,10.8,24,0.02,0
7235,21087,5.3,24,0.01,0
2649,23454,8.6,24,0.01,0
5020,112754,8.7,24,0.04,0
3281,31057,4.8,26,0.08,0
3242,134063,9.6,17,0.04,0
2830,30227,7.5,23,0.05,0
4187,97544,5.2,23,0.02,0
3421,64102,7.0,30,0.09,0
4876,110245,6.1,20,0.06,0
7145,50797,6.7,15,0.06,0
6625,69276,11.5,26,0.01,0
2323,148807,8.8,28,0.04,0
5287,25155,6.8,15,0.03,0
3684,75336,5.4,25,0.03,0
3430,81836,8.1,21,0.09,0
2946,126502,4.8,16,0.07,0
4941,29998,7.9,15,0.08,0
1102,30759,5.2,24,0.08,0
3465,33474,9.6,15,0.06,0
6696,25790,11.5,19,0.03,0
7180,39599,10.1,16,0.07,0
2936,121925,10.8,18,0.09,0
3740,91069,8.1,16,0.01,0
2101,132648,11.0,18,0.04,0
7496,43522,7.4,25,0.06,0
5454,81835,7.0,27,0.03,0
2763,66234,6.3,16,0.03,0
5551,34442,4.9,16,0.03,0
7633,104199,6.7,17,0.06,0
7352,132638,9.6,16,0.02,0
3198,142258,7.0,20,0.03,0
2540,36844,4.6,19,0.06,0
3978,142801,7.4,19,0.1,0
6505,52496,4.6,18,0.07,0
6668,139402,9.3,16,0.01,0
3611,27548,9.5,23,0.02,0
5346,92742,11.5,16,0.03,0
2803,103207,6.8,28,0.08,0
7882,140309,11.6,29,0.07,0
1567,148795,11.3,15,0.06,0
2724,73200,8.1,25,0.08,0
5003,50012,6.4,28,0.05,0
3772,72343,11.0,23,0.05,0
5279,50354,4.8,16,0.08,0
7899,66894,8.1,18,0.08,0
2247,149543,10.6,21,0.1,0
6335,74926,7.3,28,0.09,1
6616,142263,9.7,23,0.02,0
3764,132398,10.7,30,0.07,0
1142,66742,10.8,30,0.02,0
1875,135937,6.3,18,0.04,0
4535,33668,7.8,28,0.05,0
5155,143408,11.8,22,0.09,0
2756,90293,10.9,21,0.03,0
4193,60256,7.9,26,0.06,0
7857,100268,9.3,29,0.08,0
5026,59613,9.8,17,0.06,0
3373,102920,8.6,29,0.04,0
5472,125301,7.9,23,0.02,0
5666,93562,4.9,15,0.02,0
1720,142832,7.2,24,0.05,0
7724,69443,9.2,21,0.09,0
3280,22276,6.2,23,0.09,0
3751,87336,10.7,25,0.09,0
2647,82306,10.1,17,0.06,0
1064,79953,10.9,15,0.08,0
4631,63817,5.6,15,0.02,0
1063,48535,5.3,26,0.07,0
7275,37613,11.6,29,0.09,0
4200,47847,7.9,19,0.02,0
5495,129096,11.6,30,0.07,0
2051,29827,5.4,28,0.07,0
4941,85481,5.7,15,0.03,0
1011,22178,11.7,27,0.06,0
2419,49870,9.0,24,0.05,0
4326,95454,6.4,20,0.06,0
5003,128499,5.5,19,0.07,0
5303,114742,5.4,26,0.03,0
5747,38295,10.5,20,0.08,0
4310,114010,11.9,16,0.05,0
4193,117497,4.6,25,0.04,0
4780,121243,5.4,21,0.08,0
5404,116808,5.4,30,0.08,0
5026,89478,11.4,15,0.03,0
7448,130991,9.9,29,0.08,0
2650,39778,9.3,18,0.06,0
6160,114382,4.6,15,0.07,0
7359,99012,8.9,19,0.09,0
6657,99775,8.2,19,0.01,0
6557,67501,5.0,18,0.04,0
2156,36011,6.2,16,0.04,0
3609,29470,8.2,16,0.04,0
1293,90681,11.5,17,0.07,0
1822,110778,10.4,26,0.01,0
6633,116714,8.1,23,0.07,0
5441,82438,8.7,25,0.07,0
7309,123044,5.6,30,0.01,0
1126,46531,5.9,26,0.06,0
3401,95005,7.6,20,0.1,0
6909,55295,9.6,26,0.03,0
6406,71545,7.2,23,0.06,0
7009,33049,7.2,20,0.01,0
1166,119868,5.4,29,0.02,0
5391,44456,8.0,28,0.07,0
3393,83743,5.4,24,0.07,0
4667,122175,9.0,23,0.07,0
6086,83107,7.1,15,0.03,0
2889,99502,9.9,28,0.03,0
2852,133785,9.2,15,0.06,0
5562,20066,8.7,25,0.09,0
5085,32240,8.5,26,0.07,0
6545,132318,12.0,19,0.1,0
6077,95515,6.6,22,0.09,0
1720,80192,10.9,19,0.01,0
2510,120661,8.8,17,0.05,0
3534,96404,5.8,20,0.01,0
5443,130629,8.6,25,0.04,0
4560,77412,10.6,22,0.06,0
4065,26689,11.2,17,0.1,0
5770,27408,9.5,23,0.09,0
7759,99935,6.0,23,0.02,0
5685,44336,11.0,24,0.07,0
4524,128712,8.1,25,0.08,0
5361,126719,7.1,24,0.02,0
1844,96052,11.9,23,0.09,1
6469,25363,5.8,29,0.04,0
2081,133021,4.5,16,0.06,0
3432,30332,7.6,26,0.04,0
7775,144603,5.0,21,0.06,0
2088,146798,9.9,23,0.05,1
7271,87142,10.4,20,0.01,0
7521,50164,11.5,19,0.01,0
4685,86648,9.4,22,0.09,0
7452,36336,7.5,25,0.09,0
2263,25981,10.6,21,0.07,0
5329,30953,5.1,25,0.06,0
7973,64530,5.1,25,0.04,0
7910,100614,10.9,15,0.02,0
5166,125873,4.9,15,0.06,0
5221,130302,9.9,28,0.05,0
2672,53504,7.7,17,0.07,1
3925,117281,4.9,22,0.05,0
2689,148143,8.5,25,0.09,0
2990,62985,5.8,24,0.04,0
1691,60427,5.7,19,0.06,0
3079,118895,11.9,30,0.09,0
4273,20382,7.9,25,0.08,0
1693,121897,8.9,16,0.08,0
1648,39049,5.5,29,0.08,0
1612,29758,11.5,18,0.09,0
3578,57090,7.3,30,0.05,0
4259,57387,7.4,22,0.04,0
3768,30416,10.2,30,0.01,0
6248,36881,11.3,20,0.07,0
7676,49456,8.8,30,0.07,0
5341,20091,9.7,21,0.03,0
6444,89075,7.5,25,0.07,0
7899,81806,5.0,27,0.1,0
2487,130543,11.8,16,0.03,0
2453,32819,5.4,25,0.02,0
2173,135522,11.7,30,0.08,0
7066,144944,11.3,18,0.02,0
7614,96477,7.3,15,0.02,0
2863,102723,11.4,27,0.06,0
4728,78264,6.0,25,0.08,0
4714,116316,11.8,16,0.03,0
4262,97496,8.3,19,0.09,0
7792,27816,8.2,20,0.02,0
7390,120681,6.2,16,0.1,0
3080,66614,6.0,16,0.09,0
6101,21808,10.8,25,0.07,0
2956,28742,11.2,27,0.05,0
2380,131159,5.0,17,0.04,0
3811,122042,8.1,21,0.06,0
3527,66568,8.2,20,0.02,0
6960,80485,4.6,15,0.09,0
6761,115822,6.2,21,0.05,0
2693,107806,11.9,15,0.09,0
3207,90120,7.7,30,0.05,0
1288,44269,10.1,23,0.01,0
7103,38381,6.9,25,0.07,0
4022,31290,4.7,22,0.03,0
7820,98160,6.9,21,0.08,0
6282,49547,8.5,16,0.07,0
1609,110483,10.6,20,0.08,0
5007,24812,9.8,27,0.07,0
1965,43499,8.7,30,0.06,0
6201,111696,9.4,23,0.07,0
1392,60629,8.4,22,0.07,0
1573,75727,8.8,24,0.05,0
5604,95708,5.9,23,0.02,0
4674,45760,4.7,22,0.03,0
1316,82841,10.8,23,0.06,0
4979,55257,11.3,19,0.06,0
1746,139477,7.0,29,0.07,0
5821,136555,9.9,22,0.01,0
6329,78265,5.9,17,0.01,0
1230,124498,6.2,28,0.1,0
5622,70003,10.3,26,0.07,0
3815,86705,7.7,15,0.06,0
4052,23269,9.3,21,0.01,0
4037,83689,9.9,30,0.1,0
7695,72189,6.2,27,0.1,0
1595,27890,7.9,23,0.08,0
1816,50193,8.7,19,0.06,0
4122,32253,9.2,29,0.07,0
1265,34059,9.5,26,0.05,0
7184,100935,8.0,19,0.06,0
3407,82688,9.3,27,0.02,0
2784,141590,6.0,24,0.01,0
5782,102552,10.1,24,0.09,0
2739,33231,9.3,16,0.08,0
1566,93034,10.3,18,0.09,0
5188,40327,7.9,15,0.08,0
3290,80463,6.2,30,0.01,0
4603,37376,11.6,26,0.09,0
4263,142648,12.0,15,0.04,0
2903,30852,9.9,21,0.03,0
6586,71273,5.6,18,0.07,0
4408,37257,7.3,20,0.08,0
5302,145842,5.7,17,0.06,0
5175,65109,8.4,28,0.09,0
1136,120514,8.1,16,0.02,0
7949,143940,7.8,27,0.04,0
5656,58840,12.0,27,0.1,0
3768,129080,11.3,18,0.09,0
4650,36757,11.3,18,0.05,0
5079,73190,7.7,26,0.1,0
2896,45159,5.6,22,0.03,0
2565,42197,4.6,16,0.1,0
2618,137540,9.4,26,0.09,0
4428,58603,10.6,22,0.09,0
6173,106997,9.5,17,0.03,0
5055,122764,9.4,28,0.02,0
1610,72637,8.4,25,0.1,0
3116,138837,6.7,20,0.04,0
5636,130210,9.8,26,0.05,0
2609,24315,6.3,21,0.05,0
1878,113920,8.9,16,0.08,0
4603,147563,8.2,30,0.06,0
6158,51552,8.0,26,0.02,0
1589,48107,8.3,20,0.02,0
6462,104055,7.2,15,0.08,0
3994,77633,7.7,17,0.08,0
7627,123199,5.7,29,0.02,0
1468,108136,11.6,19,0.06,0
7078,48495,5.9,28,0.06,0
5083,27635,8.3,26,0.05,0
5771,123529,8.0,30,0.08,0
2287,72971,6.7,20,0.03,0
7059,61758,8.0,20,0.02,0
7711,27522,10.3,26,0.09,0
3804,136352,9.3,25,0.09,0
3168,37703,10.9,28,0.02,0
1806,27407,4.7,23,0.04,0
5096,40707,6.0,17,0.03,0
1056,92957,7.5,29,0.03,0
1267,111249,11.6,27,0.09,0
5561,135180,8.5,22,0.06,0
6020,40663,6.5,19,0.09,0
6359,87076,7.0,22,0.04,0
6770,100073,9.5,26,0.03,0
7744,128253,10.3,16,0.07,0
1728,59269,11.5,27,0.05,0
2751,142716,11.6,24,0.04,0
3832,23135,8.8,19,0.04,0
5266,61525,11.2,16,0.06,1
4567,90071,11.1,24,0.02,1
7071,67935,7.2,29,0.05,0
2064,134347,8.9,23,0.04,0
3738,106040,9.0,23,0.09,0
1773,29163,8.0,23,0.01,0
2868,140747,6.5,28,0.06,0
4101,134409,9.9,29,0.1,0
6573,34628,11.2,16,0.03,0
1375,61420,11.9,26,0.09,0
6074,109696,10.7,25,0.07,0
6273,78625,11.0,21,0.08,0
4840,110468,10.5,15,0.03,0
4122,54935,11.4,27,0.01,0
3123,118883,9.7,16,0.07,0
5180,125954,7.3,21,0.04,0
6077,91934,7.7,19,0.06,0
6420,127345,4.9,23,0.02,0
4163,33022,5.5,30,0.05,0
6850,20113,8.3,15,0.04,0
5039,100282,8.9,24,0.02,0
7813,91912,6.2,16,0.05,0
3178,23129,11.9,17,0.1,0
3741,55469,9.2,16,0.09,0
5601,149014,11.8,18,0.05,0
5174,46051,6.0,27,0.08,0
2336,63250,5.3,16,0.02,0
4905,135503,9.7,20,0.05,0
5916,38289,7.2,19,0.06,0
2525,49759,6.1,30,0.04,0
2619,78504,11.6,23,0.04,0
3958,109689,6.1,24,0.05,0
5057,34754,6.2,23,0.04,0
2476,80290,4.8,28,0.03,0
6701,124739,6.3,19,0.03,0
1610,41744,11.8,30,0.03,0
4853,31117,11.4,17,0.09,0
7541,132012,8.1,18,0.03,0
3700,63868,11.6,27,0.09,0
2020,20303,6.7,28,0.03,0
3939,123445,8.8,27,0.09,0
5506,133796,8.5,30,0.1,0
7218,57644,5.8,21,0.09,0
5526,99986,6.9,16,0.02,0
6616,121793,11.4,30,0.09,0
6753,48591,6.5,19,0.08,0
1461,122974,10.4,23,0.06,0
6109,149285,7.6,17,0.06,0
1961,75662,6.1,29,0.06,0
6062,44297,11.3,23,0.05,0
3321,38206,10.3,30,0.03,0
4912,122516,11.0,29,0.04,0
4993,94674,8.3,17,0.01,0
2884,110007,11.9,24,0.06,0
1095,106022,6.8,22,0.02,0
4106,52764,8.9,17,0.02,0
6673,84426,10.2,24,0.02,0
6875,117581,10.8,26,0.06,0
4554,37101,7.0,22,0.08,0
6408,113698,6.9,27,0.02,0
6541,37943,10.9,24,0.03,0
7784,130592,6.5,27,0.04,0
5268,113068,9.7,25,0.05,0
1151,79239,5.7,16,0.07,0
2402,83352,10.0,17,0.02,0
3842,34916,4.7,30,0.05,0
2470,76610,11.7,18,0.1,0
1056,140224,7.6,20,0.03,0
1410,105668,5.8,23,0.08,0
7225,44618,11.9,24,0.08,0
7448,101780,6.4,24,0.02,0
5052,70726,4.5,30,0.05,0
6487,114907,5.7,16,0.09,0
4203,97215,10.3,18,0.07,0
6657,38273,6.1,28,0.04,0
2094,87351,5.1,21,0.04,0
1889,104489,8.4,27,0.02,1
1453,75928,11.5,23,0.09,0
7622,113770,6.3,20,0.08,0
4135,90198,10.0,22,0.07,0
3101,107336,11.9,16,0.03,0
4624,101210,10.4,30,0.02,0
6521,134130,7.2,28,0.04,0
5682,118264,11.7,28,0.09,0
7444,64764,8.6,30,0.03,0
7180,96663,5.0,25,0.04,0
6886,25046,11.9,26,0.06,0
6823,138581,9.0,22,0.09,0
1045,77701,7.7,16,0.04,0
2498,113134,5.1,20,0.05,0
3493,106026,10.9,26,0.09,0
6625,69715,10.6,28,0.09,0
5405,93687,7.4,27,0.07,0
3673,64477,5.3,22,0.03,0
4026,73641,10.0,23,0.04,0
6135,41047,4.5,20,0.02,0
1808,71174,4.6,27,0.07,0
7765,144926,5.0,24,0.05,0
4145,48969,8.0,20,0.09,0
1876,142502,5.5,24,0.08,0
4928,37673,8.1,19,0.06,0
3986,142856,8.2,28,0.02,0
7242,120273,11.1,28,0.09,0
3420,138831,6.7,23,0.1,0
3214,48710,7.4,24,0.07,0
7275,77913,10.9,27,0.07,0
4718,107431,10.5,29,0.02,0
6054,144449,9.9,24,0.08,0
7566,78851,10.6,28,0.09,0
5371,29635,6.3,25,0.02,0
4876,135435,9.9,29,0.1,0
7964,81529,7.9,16,0.06,0
3550,33386,9.0,16,0.02,0
3254,97680,4.9,16,0.02,0
2468,131593,5.8,28,0.04,0
6143,44666,4.9,18,0.06,0
7170,58648,9.7,16,0.01,0
3825,37118,7.8,29,0.07,0
1053,56676,7.6,19,0.1,0
4335,130083,9.0,30,0.08,0
6823,80154,9.9,27,0.1,0
5767,45687,8.7,17,0.06,0
3754,77911,5.7,23,0.06,1
2916,122525,11.0,30,0.06,0
5202,96764,7.0,21,0.06,0
2855,116800,7.6,29,0.03,0
4941,147138,11.3,15,0.05,0
7557,69706,6.4,22,0.08,0
6397,93372,9.0,18,0.02,0
4941,83878,5.8,21,0.03,1
7989,81612,6.7,17,0.03,0
1476,115373,7.5,19,0.03,0
3360,149345,10.8,19,0.02,0
4455,121464,6.2,20,0.08,0
6019,79311,5.9,20,0.09,0
7251,87696,9.8,19,0.03,0
6292,86944,8.5,30,0.02,0
1379,34687,11.3,28,0.07,0
6179,26094,11.7,22,0.1,0
5872,103205,9.2,26,0.05,1
6701,114465,10.9,23,0.08,0
1785,32053,6.1,19,0.08,0
4066,80121,8.4,17,0.01,0
2983,148079,5.4,21,0.09,0
1382,52102,5.9,26,0.08,0
1584,147816,5.2,24,0.02,0
3671,117555,10.6,30,0.07,0
2034,51263,6.8,16,0.03,0
2830,69075,5.0,27,0.07,0
4887,47711,7.9,22,0.02,0
6675,145761,5.1,28,0.03,0
2956,133892,9.5,19,0.05,0
2198,141674,8.8,27,0.05,0
5309,140454,11.2,19,0.03,1
7242,112730,7.9,25,0.02,0
7473,61689,9.9,21,0.04,0
3739,104375,9.4,28,0.07,0
3046,58357,11.4,23,0.05,1
2830,104490,6.2,19,0.09,1
7338,36849,7.1,17,0.07,0
7795,82169,9.0,24,0.09,0
7460,60064,5.7,26,0.02,0
4850,33989,9.5,29,0.1,0
4216,114891,8.8,25,0.05,0
1446,105507,11.0,26,0.08,0
3398,39122,8.6,15,0.04,0
5943,142199,5.4,28,0.07,0
7209,125536,6.7,30,0.05,1
1020,58928,7.4,22,0.03,0
4987,41605,6.4,29,0.07,0
5564,77427,7.0,17,0.1,0
1234,87332,11.0,23,0.05,0
4569,21282,4.6,25,0.03,0
3011,79290,8.2,17,0.01,0
3804,74555,6.6,27,0.05,0
2221,111866,11.4,29,0.01,0
1794,29849,6.7,21,0.06,0
3224,21178,5.4,28,0.05,0
3589,100529,9.3,17,0.01,0
6464,83012,5.2,20,0.04,1
2646,144792,4.5,30,0.02,0
5840,25756,7.9,19,0.05,0
2038,33576,4.6,18,0.09,0
1610,122182,9.2,16,0.04,0
1016,148614,8.7,16,0.02,0
7228,95963,7.6,16,0.06,0
7103,26526,11.7,17,0.1,0
5423,86231,7.2,30,0.02,0
3503,95053,4.9,24,0.04,0
6589,26331,5.1,21,0.09,0
5082,101830,5.9,21,0.06,0
6521,90913,5.4,20,0.07,0
3993,42648,9.3,30,0.09,0
1016,50249,5.0,17,0.07,0
6844,95409,9.3,16,0.1,0
6285,143299,5.6,21,0.04,0
4799,30960,11.2,30,0.06,0
3337,102531,6.6,22,0.09,0
6937,120610,6.4,28,0.05,0
1477,50006,10.5,27,0.06,0
4401,90647,8.1,16,0.07,0
7832,56344,6.4,18,0.03,0
4093,34884,8.5,26,0.05,0
2728,26077,11.4,21,0.09,0
6408,144054,5.7,30,0.05,0
2806,91208,11.6,19,0.07,0
3222,23426,8.7,20,0.05,0
5545,103907,8.9,22,0.1,0
7931,78744,11.9,21,0.09,0
7213,57114,4.9,15,0.03,0
4771,117664,7.3,30,0.09,0
3723,139761,8.9,18,0.06,0
6197,27155,7.1,23,0.06,0
6756,145051,8.5,20,0.07,0
4136,44628,7.5,19,0.07,0
1518,38567,7.4,25,0.05,0
1471,112418,8.4,26,0.03,0
7660,129907,7.5,28,0.05,0
1987,107912,10.9,23,0.1,0
7627,108039,9.9,25,0.04,0
3631,93700,7.5,22,0.02,0
7997,77782,8.9,18,0.03,0
1090,39446,7.7,16,0.04,0
2090,91649,9.5,16,0.02,0
6702,140338,7.1,27,0.08,0
4122,140967,6.7,23,0.06,0
2185,91103,5.2,19,0.09,0
5561,38798,5.7,24,0.04,0
5648,132384,10.8,20,0.01,0
3333,134818,4.6,16,0.03,0
4312,108242,8.9,24,0.06,0
5639,99811,5.4,26,0.03,0
3974,20276,7.8,20,0.08,0
3213,105179,8.7,15,0.07,0
5857,76896,10.4,18,0.08,1
5382,30714,6.4,29,0.07,0
4154,119733,9.6,26,0.08,0
1104,33136,11.8,17,0.08,0
7331,25980,11.4,15,0.04,0
4112,36884,5.1,28,0.09,0
5061,107598,11.7,30,0.06,0
3713,23532,11.5,25,0.06,0
3335,104761,10.4,17,0.01,0
3888,139605,5.3,26,0.07,0
1495,92487,11.4,17,0.05,0
7985,82719,5.7,15,0.09,0
7054,89963,4.8,15,0.09,0
2948,80459,7.7,16,0.05,0
1443,124899,5.5,21,0.02,0
6506,89361,9.0,27,0.09,0
6141,69342,11.1,21,0.03,0
5203,79209,6.8,25,0.06,0
3309,137897,7.5,21,0.05,0
6298,94475,5.2,23,0.05,0
5921,42406,7.5,20,0.08,0
6978,32510,7.9,24,0.09,0
3527,126492,10.6,16,0.02,0
4807,119213,7.0,21,0.01,0
6409,35542,11.6,24,0.07,0
1722,38214,8.0,27,0.01,0
3430,125537,11.9,24,0.07,0
1365,126230,9.3,26,0.09,0
7352,122034,10.1,22,0.07,0
5078,25149,10.4,26,0.06,0
2682,118345,8.5,19,0.03,0
2187,60898,8.2,30,0.03,0
2978,131436,8.2,30,0.05,0
3041,131340,7.1,24,0.09,0
3646,77682,7.2,17,0.03,0
6601,135519,4.5,20,0.07,0
7707,70481,10.9,26,0.07,0
6575,125081,4.5,22,0.03,0
2500,60552,8.4,21,0.06,0
1382,55481,10.3,25,0.01,0
2792,114094,11.4,22,0.03,0
6012,68709,11.7,30,0.03,0
4909,68515,6.2,23,0.06,0
3755,68209,5.8,25,0.02,0
1868,85974,9.8,26,0.04,0
6163,32509,10.4,17,0.04,0
4696,59652,5.6,24,0.05,0
2688,144363,8.5,22,0.07,0
1610,21665,8.7,16,0.01,0
2993,128289,9.0,16,0.08,0
7329,48024,10.9,15,0.04,0
5254,40469,8.6,26,0.05,0
5858,39889,10.8,19,0.09,0
2970,112811,11.2,28,0.07,0
1638,120205,7.0,20,0.03,1
1202,91146,7.3,16,0.04,0
2585,49258,5.6,19,0.08,0
6336,86848,9.9,25,0.07,0
6516,51470,6.5,20,0.05,0
7359,79841,7.3,22,0.06,0
3479,96780,11.8,29,0.05,0
1827,100035,7.9,25,0.07,0
4817,122472,9.6,30,0.03,0
3954,83872,10.9,19,0.05,0
5002,33155,5.9,20,0.07,0
6459,87017,7.1,29,0.09,0
1392,50246,9.5,16,0.06,0
6853,131674,11.1,15,0.03,0
3299,147574,5.1,15,0.09,0
2084,71372,7.8,29,0.02,0
3427,82571,7.8,17,0.03,0
7979,26612,9.5,23,0.03,0
1304,95152,8.6,26,0.1,0
1923,111638,8.7,17,0.09,0
3274,92384,6.5,26,0.1,0
2025,124589,9.7,18,0.05,0
2193,108353,6.1,25,0.06,0
2060,69775,10.7,26,0.03,0
5815,95555,9.8,24,0.09,0
5015,24456,11.8,30,0.03,0
5751,140049,10.0,28,0.03,0
4082,129465,5.6,22,0.05,0
1419,102832,11.0,27,0.04,0
5380,108272,11.7,20,0.06,0
3380,52180,6.5,19,0.06,0
4830,99169,11.2,29,0.06,0
3596,104350,6.9,27,0.1,0
2128,26904,6.7,23,0.01,0
1015,127297,8.6,25,0.08,0
5092,44296,7.1,18,0.1,0
2588,142722,7.4,26,0.09,0
3641,132350,11.3,26,0.02,0
4189,118277,6.8,17,0.1,0
5075,36571,9.1,24,0.02,0
3097,25272,6.6,17,0.04,0
7575,49164,4.6,26,0.04,0
2665,139187,8.5,22,0.05,0
3134,72803,9.7,22,0.08,0
5831,29757,11.7,21,0.05,0
5254,128475,9.3,28,0.02,0
3352,145213,7.7,29,0.03,0
6391,25269,11.6,22,0.05,0
4594,120299,10.7,19,0.07,0
1947,51284,6.8,23,0.02,0
3460,106999,10.1,29,0.09,0
2053,115968,11.2,27,0.04,0
3221,73026,9.0,28,0.01,0
6886,80528,5.3,26,0.07,0
6355,75611,8.5,18,0.02,0
7239,94889,10.2,22,0.06,0
3002,49254,8.6,30,0.03,0
5866,117790,9.5,30,0.08,0
2675,78412,6.2,23,0.1,0
5633,72070,7.3,29,0.1,1
7375,145882,4.9,20,0.03,0
5406,81343,7.4,30,0.01,0
2870,29244,5.6,24,0.07,0
3685,100456,11.8,17,0.09,0
1673,76500,7.8,21,0.09,0
2733,43766,5.8,30,0.04,0
5176,107733,11.6,24,0.06,0
7791,145162,11.3,19,0.05,1
1762,34062,5.1,24,0.06,0
3156,67063,11.5,20,0.04,0
6684,109625,4.7,24,0.08,0
1153,96292,5.3,22,0.06,0
3499,51380,8.0,21,0.02,0
1911,85152,11.5,29,0.08,0
6747,30260,7.0,29,0.09,0
2874,123795,6.2,24,0.05,0
2481,43586,5.2,17,0.07,0
5468,108439,10.2,24,0.05,0
7520,59094,10.1,30,0.06,0
5322,118520,8.1,25,0.03,0
4740,92208,5.8,24,0.06,0
4486,80880,9.5,19,0.07,0
5500,45707,9.0,29,0.04,0
3109,29503,6.8,15,0.06,0
6797,41527,5.8,15,0.03,0
5711,28110,5.9,18,0.04,0
4626,20708,6.5,22,0.05,0
6314,75197,6.2,15,0.03,0
5451,148509,8.5,27,0.08,0
6229,84349,10.3,27,0.08,0
7166,45621,6.3,16,0.03,0
2712,40488,7.7,16,0.04,0
4559,47518,7.6,27,0.03,0
7603,73648,10.4,27,0.05,0
7097,33235,9.2,21,0.09,0
5272,59134,4.8,22,0.02,0
5730,114716,11.1,29,0.06,0
4405,147870,5.0,28,0.02,0
4605,81456,4.7,23,0.04,0
7254,34516,7.5,27,0.01,0
3020,67846,9.4,17,0.03,0
6937,32156,8.8,26,0.05,0
6346,70716,5.3,30,0.09,0
4453,139392,4.7,18,0.08,0
2040,130263,11.6,30,0.02,0
7626,81773,8.9,22,0.04,0
